episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
nan,nan,nan,nan,0,0,4,0,0,400,0,200,0,200,0,188.9886707385952,0.0,200,0,400,False,0,1,11560_00000,2025-03-21_20-00-21,1742587221,1.066530704498291,1.066530704498291,3720,Jacob,127.0.0.1,1.066530704498291,1,200,0,400,0,nan,nan,nan,nan,0,0,[],[],1058.264,291.548,200,0,400,0,11.35,93.65,[],[]
nan,nan,nan,nan,0,0,4,0,0,1600,0,800,0,600,0,593.7542822520824,0.0,800,0,1600,False,0,2,11560_00000,2025-03-21_20-00-22,1742587222,1.010519027709961,2.077049732208252,3720,Jacob,127.0.0.1,2.077049732208252,2,800,0,1600,0,nan,nan,nan,nan,0,0,[],[],517.196,278.172,800,0,1600,0,24.5,94.3,[],[]
nan,nan,nan,nan,0,0,4,0,0,3200,256,1600,256,800,256,533.2801871812562,170.64965989800197,1600,256,3200,False,0,3,11560_00000,2025-03-21_20-00-23,1742587223,1.5168538093566895,3.5939035415649414,3720,Jacob,127.0.0.1,3.5939035415649414,3,1600,256,3200,256,nan,nan,nan,nan,0,0,[],[],446.117,272.988,1600,256,3200,256,30.46666666666667,94.2,[],[]
3731.254203333419,3525.4837746930098,3623.032948673341,500.0,4,0,4,0,0,4400,1024,2200,1024,600,768,367.36519970640944,470.2274556242041,2200,768,4400,False,4,4,11560_00000,2025-03-21_20-00-25,1742587225,1.6580872535705566,5.251990795135498,3720,Jacob,127.0.0.1,5.251990795135498,4,2200,1024,4400,1024,3731.254203333419,3525.4837746930098,3623.032948673341,500.0,4,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]",414.392,271.79,2200,1024,4400,1024,29.1,94.25,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]"
3731.254203333419,3525.4837746930098,3623.032948673341,500.0,0,0,4,0,0,5600,1792,2800,1792,600,768,423.48904845892224,542.0659820274204,2800,768,5600,False,4,5,11560_00000,2025-03-21_20-00-27,1742587227,1.4252877235412598,6.677278518676758,3720,Jacob,127.0.0.1,6.677278518676758,5,2800,1792,5600,1792,3731.254203333419,3525.4837746930098,3623.032948673341,500.0,0,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]",455.02,265.665,2800,1792,5600,1792,21.3,94.3,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]"
3731.254203333419,3525.4837746930098,3623.032948673341,500.0,0,0,4,0,0,6400,2304,3200,2304,400,512,381.8485766952236,488.7661781698862,3200,512,6400,False,4,6,11560_00000,2025-03-21_20-00-28,1742587228,1.0580894947052002,7.735368013381958,3720,Jacob,127.0.0.1,7.735368013381958,6,3200,2304,6400,2304,3731.254203333419,3525.4837746930098,3623.032948673341,500.0,0,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]",492.774,269.152,3200,2304,6400,2304,29.5,94.45,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]"
3731.254203333419,3525.4837746930098,3623.032948673341,500.0,0,0,4,0,0,7200,2816,3600,2816,400,512,393.4243612300608,503.5831823744779,3600,512,7200,False,4,7,11560_00000,2025-03-21_20-00-29,1742587229,1.0332942008972168,8.768662214279175,3720,Jacob,127.0.0.1,8.768662214279175,7,3600,2816,7200,2816,3731.254203333419,3525.4837746930098,3623.032948673341,500.0,0,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]",511.43,275.7,3600,2816,7200,2816,27.3,94.4,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247]","[500, 500, 500, 500]"
3933.3025812837172,3525.4837746930098,3704.536366633838,500.0,4,0,4,0,0,8000,3328,4000,3328,400,512,399.9710104019255,511.9628933144647,4000,512,8000,False,8,8,11560_00000,2025-03-21_20-00-30,1742587230,1.0166172981262207,9.785279512405396,3720,Jacob,127.0.0.1,9.785279512405396,8,4000,3328,8000,3328,3933.3025812837172,3525.4837746930098,3704.536366633838,500.0,4,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247, 3600.4541431038037, 3933.3025812837172, 3695.5835082084423, 3914.818905781378]","[500, 500, 500, 500, 500, 500, 500, 500]",512.391,275.834,4000,3328,8000,3328,30.200000000000003,94.65,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247, 3600.4541431038037, 3933.3025812837172, 3695.5835082084423, 3914.818905781378]","[500, 500, 500, 500, 500, 500, 500, 500]"
3933.3025812837172,3525.4837746930098,3704.536366633838,500.0,0,0,4,0,0,9200,4096,4600,4096,600,768,402.2735021777046,514.9100827874619,4600,768,9200,False,8,9,11560_00000,2025-03-21_20-00-31,1742587231,1.508080005645752,11.293359518051147,3720,Jacob,127.0.0.1,11.293359518051147,9,4600,4096,9200,4096,3933.3025812837172,3525.4837746930098,3704.536366633838,500.0,0,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247, 3600.4541431038037, 3933.3025812837172, 3695.5835082084423, 3914.818905781378]","[500, 500, 500, 500, 500, 500, 500, 500]",503.092,283.03,4600,4096,9200,4096,26.25,94.85,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247, 3600.4541431038037, 3933.3025812837172, 3695.5835082084423, 3914.818905781378]","[500, 500, 500, 500, 500, 500, 500, 500]"
3933.3025812837172,3525.4837746930098,3704.536366633838,500.0,0,0,4,0,0,10400,4864,5200,4864,600,768,385.050522360199,492.86466862105476,5200,768,10400,False,8,10,11560_00000,2025-03-21_20-00-33,1742587233,1.574678897857666,12.868038415908813,3720,Jacob,127.0.0.1,12.868038415908813,10,5200,4864,10400,4864,3933.3025812837172,3525.4837746930098,3704.536366633838,500.0,0,0,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247, 3600.4541431038037, 3933.3025812837172, 3695.5835082084423, 3914.818905781378]","[500, 500, 500, 500, 500, 500, 500, 500]",506.655,283.241,5200,4864,10400,4864,28.85,94.9,"[3731.254203333419, 3641.0139832970094, 3525.4837746930098, 3594.3798333699247, 3600.4541431038037, 3933.3025812837172, 3695.5835082084423, 3914.818905781378]","[500, 500, 500, 500, 500, 500, 500, 500]"
