episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
nan,nan,nan,nan,0,0,4,0,0,400,0,200,0,200,0,181.82466072911,0.0,200,0,400,False,0,1,b7a0c_00000,2025-03-21_21-23-42,1742592222,1.1083850860595703,1.1083850860595703,20252,Jacob,127.0.0.1,1.1083850860595703,1,200,0,400,0,nan,nan,nan,nan,0,0,[],[],1099.961,266.664,200,0,400,0,20.45,92.19999999999999,[],[]
nan,nan,nan,nan,0,0,4,0,0,1600,0,800,0,600,0,595.2092956041573,0.0,800,0,1600,False,0,2,b7a0c_00000,2025-03-21_21-23-43,1742592223,1.0164968967437744,2.1248819828033447,20252,Jacob,127.0.0.1,2.1248819828033447,2,800,0,1600,0,nan,nan,nan,nan,0,0,[],[],527.002,276.995,800,0,1600,0,39.85,86.75,[],[]
nan,nan,nan,nan,0,0,4,0,0,3200,256,1600,256,800,256,542.3579254373325,173.55453613994638,1600,256,3200,False,0,3,b7a0c_00000,2025-03-21_21-23-45,1742592225,1.4917778968811035,3.6166598796844482,20252,Jacob,127.0.0.1,3.6166598796844482,3,1600,256,3200,256,nan,nan,nan,nan,0,0,[],[],447.881,272.836,1600,256,3200,256,28.35,86.9,[],[]
3983.321603886442,3733.97041959119,3840.6110333498154,500.0,4,0,4,0,0,4000,768,2000,768,400,512,395.30046878445904,505.9846000441076,2000,512,4000,False,4,4,b7a0c_00000,2025-03-21_21-23-46,1742592226,1.0281968116760254,4.644856691360474,20252,Jacob,127.0.0.1,4.644856691360474,4,2000,768,4000,768,3983.321603886442,3733.97041959119,3840.6110333498154,500.0,4,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]",459.494,274.544,2000,768,4000,768,26.3,87.1,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]"
3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,4,0,0,4800,1280,2400,1280,400,512,336.76293033972735,431.056550834851,2400,512,4800,False,4,5,b7a0c_00000,2025-03-21_21-23-47,1742592227,1.200218677520752,5.845075368881226,20252,Jacob,127.0.0.1,5.845075368881226,5,2400,1280,4800,1280,3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]",433.289,278.861,2400,1280,4800,1280,30.7,87.19999999999999,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]"
3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,4,0,0,5600,1792,2800,1792,400,512,318.50337046911676,407.68431420046943,2800,512,5600,False,4,6,b7a0c_00000,2025-03-21_21-23-48,1742592228,1.2721290588378906,7.117204427719116,20252,Jacob,127.0.0.1,7.117204427719116,6,2800,1792,5600,1792,3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]",493.058,305.54,2800,1792,5600,1792,20.2,87.3,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]"
3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,4,0,0,6800,2560,3400,2560,600,768,404.6356396675617,517.933618774479,3400,768,6800,False,4,7,b7a0c_00000,2025-03-21_21-23-50,1742592230,1.4992403984069824,8.616444826126099,20252,Jacob,127.0.0.1,8.616444826126099,7,3400,2560,6800,2560,3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]",542.992,304.711,3400,2560,6800,2560,26.15,87.4,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]"
3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,4,0,0,7600,3072,3800,3072,400,512,311.6036842942027,398.85271589657947,3800,512,7600,False,4,8,b7a0c_00000,2025-03-21_21-23-51,1742592231,1.2999467849731445,9.916391611099243,20252,Jacob,127.0.0.1,9.916391611099243,8,3800,3072,7600,3072,3983.321603886442,3733.97041959119,3840.6110333498154,500.0,0,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]",573.522,308.818,3800,3072,7600,3072,28.799999999999997,85.6,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119]","[500, 500, 500, 500]"
3983.321603886442,3733.97041959119,3848.8490205332137,500.0,4,0,4,0,0,8800,3840,4400,3840,600,768,405.0070851790607,518.4090690291977,4400,768,8800,False,8,9,b7a0c_00000,2025-03-21_21-23-53,1742592233,1.4979689121246338,11.414360523223877,20252,Jacob,127.0.0.1,11.414360523223877,9,4400,3840,8800,3840,3983.321603886442,3733.97041959119,3848.8490205332137,500.0,4,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119, 3899.0306053163495, 3774.296049225608, 3834.908828627941, 3920.1125476965485]","[500, 500, 500, 500, 500, 500, 500, 500]",550.383,300.64,4400,3840,8800,3840,25.6,84.4,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119, 3899.0306053163495, 3774.296049225608, 3834.908828627941, 3920.1125476965485]","[500, 500, 500, 500, 500, 500, 500, 500]"
3983.321603886442,3733.97041959119,3848.8490205332137,500.0,0,0,4,0,0,9600,4352,4800,4352,400,512,379.7368833231178,486.06321065359083,4800,512,9600,False,8,10,b7a0c_00000,2025-03-21_21-23-54,1742592234,1.0696759223937988,12.484036445617676,20252,Jacob,127.0.0.1,12.484036445617676,10,4800,4352,9600,4352,3983.321603886442,3733.97041959119,3848.8490205332137,500.0,0,0,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119, 3899.0306053163495, 3774.296049225608, 3834.908828627941, 3920.1125476965485]","[500, 500, 500, 500, 500, 500, 500, 500]",530.131,281.45,4800,4352,9600,4352,25.1,84.4,"[3817.370279586346, 3827.7818303352838, 3983.321603886442, 3733.97041959119, 3899.0306053163495, 3774.296049225608, 3834.908828627941, 3920.1125476965485]","[500, 500, 500, 500, 500, 500, 500, 500]"
