episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths
nan,nan,nan,nan,0,0,4,0,0,400,0,200,0,200,0,164.35070698204774,0.0,200,0,400,False,0,1,e3db9_00000,2025-03-21_20-49-09,1742590149,1.2251968383789062,1.2251968383789062,19780,Jacob,127.0.0.1,1.2251968383789062,1,200,0,400,0,nan,nan,nan,nan,0,0,[],[],1216.91,316.67,200,0,400,0,21.0,90.9,[],[]
nan,nan,nan,nan,0,0,4,0,0,2000,0,1000,0,800,0,619.2658709982114,0.0,1000,0,2000,False,0,2,e3db9_00000,2025-03-21_20-49-10,1742590150,1.2998294830322266,2.525026321411133,19780,Jacob,127.0.0.1,2.525026321411133,2,1000,0,2000,0,nan,nan,nan,nan,0,0,[],[],501.752,274.914,1000,0,2000,0,31.4,91.65,[],[]
nan,nan,nan,nan,0,0,4,0,0,3200,256,1600,256,600,256,545.4596764282653,232.72946194272654,1600,256,3200,False,0,3,e3db9_00000,2025-03-21_20-49-11,1742590151,1.1166865825653076,3.6417129039764404,19780,Jacob,127.0.0.1,3.6417129039764404,3,1600,256,3200,256,nan,nan,nan,nan,0,0,[],[],451.094,266.0,1600,256,3200,256,32.15,91.6,[],[]
4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,4,0,4,0,0,4400,1024,2200,1024,600,768,363.67286438965147,465.5012664187539,2200,768,4400,False,4,4,e3db9_00000,2025-03-21_20-49-13,1742590153,1.6663823127746582,5.308095216751099,19780,Jacob,127.0.0.1,5.308095216751099,4,2200,1024,4400,1024,4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,4,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]",404.168,267.788,2200,1024,4400,1024,28.75,91.75,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]"
4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,0,0,4,0,0,5600,1792,2800,1792,600,768,413.7800948777461,529.638521443515,2800,768,5600,False,4,5,e3db9_00000,2025-03-21_20-49-14,1742590154,1.466858148574829,6.774953365325928,19780,Jacob,127.0.0.1,6.774953365325928,5,2800,1792,5600,1792,4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,0,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]",449.183,266.993,2800,1792,5600,1792,22.6,91.8,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]"
4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,0,0,4,0,0,6800,2560,3400,2560,600,768,417.5074996258897,534.4095995211388,3400,768,6800,False,4,6,e3db9_00000,2025-03-21_20-49-16,1742590156,1.4500904083251953,8.225043773651123,19780,Jacob,127.0.0.1,8.225043773651123,6,3400,2560,6800,2560,4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,0,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]",503.695,273.229,3400,2560,6800,2560,28.0,91.8,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]"
4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,0,0,4,0,0,7600,3072,3800,3072,400,512,331.0701714884705,423.76981950524225,3800,512,7600,False,4,7,e3db9_00000,2025-03-21_20-49-17,1742590157,1.2252371311187744,9.450280904769897,19780,Jacob,127.0.0.1,9.450280904769897,7,3800,3072,7600,3072,4075.0457327215663,3708.605607878343,3819.8364091210656,500.0,0,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]",524.535,296.55,3800,3072,7600,3072,26.65,91.8,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935]","[500, 500, 500, 500]"
4075.0457327215663,3454.2644688344762,3754.255295878477,500.0,4,0,4,0,0,8800,3840,4400,3840,600,768,416.3638111370074,532.9456782553694,4400,768,8800,False,8,8,e3db9_00000,2025-03-21_20-49-19,1742590159,1.4583520889282227,10.90863299369812,19780,Jacob,127.0.0.1,10.90863299369812,8,4400,3840,8800,3840,4075.0457327215663,3454.2644688344762,3754.255295878477,500.0,4,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935, 3817.1189177166857, 3454.2644688344762, 3979.30534049664, 3504.008003495754]","[500, 500, 500, 500, 500, 500, 500, 500]",505.298,291.619,4400,3840,8800,3840,23.75,91.8,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935, 3817.1189177166857, 3454.2644688344762, 3979.30534049664, 3504.008003495754]","[500, 500, 500, 500, 500, 500, 500, 500]"
4075.0457327215663,3454.2644688344762,3754.255295878477,500.0,0,0,4,0,0,9600,4352,4800,4352,400,512,398.3246694816765,509.85557693654596,4800,512,9600,False,8,9,e3db9_00000,2025-03-21_20-49-20,1742590160,1.0284790992736816,11.937112092971802,19780,Jacob,127.0.0.1,11.937112092971802,9,4800,4352,9600,4352,4075.0457327215663,3454.2644688344762,3754.255295878477,500.0,0,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935, 3817.1189177166857, 3454.2644688344762, 3979.30534049664, 3504.008003495754]","[500, 500, 500, 500, 500, 500, 500, 500]",509.056,289.107,4800,4352,9600,4352,26.5,91.9,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935, 3817.1189177166857, 3454.2644688344762, 3979.30534049664, 3504.008003495754]","[500, 500, 500, 500, 500, 500, 500, 500]"
4075.0457327215663,3454.2644688344762,3754.255295878477,500.0,0,0,4,0,0,10800,5120,5400,5120,600,768,433.31996596918185,554.6495564405527,5400,768,10800,False,8,10,e3db9_00000,2025-03-21_20-49-21,1742590161,1.4000005722045898,13.337112665176392,19780,Jacob,127.0.0.1,13.337112665176392,10,5400,5120,10800,5120,4075.0457327215663,3454.2644688344762,3754.255295878477,500.0,0,0,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935, 3817.1189177166857, 3454.2644688344762, 3979.30534049664, 3504.008003495754]","[500, 500, 500, 500, 500, 500, 500, 500]",503.811,281.714,5400,5120,10800,5120,31.25,92.35,"[3708.605607878343, 4075.0457327215663, 3738.335804019458, 3757.3584918648935, 3817.1189177166857, 3454.2644688344762, 3979.30534049664, 3504.008003495754]","[500, 500, 500, 500, 500, 500, 500, 500]"
